Date,Open,High,Low,Close,Adj Close,Volume
2018-03-29,49.980000,52.080002,49.869999,52.080002,50.824116,45265800
2018-04-02,51.689999,52.040001,47.290001,48.919998,47.740311,67187800
2018-04-03,49.000000,49.959999,48.410000,49.750000,48.550301,39432400
2018-04-04,48.099998,50.160000,48.009998,49.990002,48.784512,30370000
2018-04-05,50.009998,50.720001,49.970001,50.380001,49.165108,25115400
2018-04-06,49.790001,50.400002,48.500000,48.790001,47.613453,28215200
2018-04-09,49.160000,51.110001,49.160000,49.549999,48.355125,31437000
2018-04-10,51.119999,51.490002,50.340000,51.270000,50.033649,25906400
2018-04-11,50.990002,51.730000,50.820000,51.099998,49.867744,17568400
2018-04-12,51.490002,53.270000,51.450001,52.720001,51.448681,29781400
2018-04-13,53.060001,53.209999,51.599998,51.860001,50.609421,20884900
2018-04-16,52.290001,52.529999,51.790001,52.400002,51.136395,18855500
2018-04-17,52.910000,53.700001,52.889999,53.540001,52.248901,21228700
2018-04-18,53.520000,54.360001,53.340000,53.610001,52.317219,22164700
2018-04-19,52.950001,52.959999,51.610001,52.220001,50.960739,25422400
2018-04-20,52.169998,52.279999,50.880001,51.529999,50.287373,26910100
2018-04-23,51.689999,51.889999,50.849998,51.099998,49.867744,21706700
2018-04-24,51.869999,53.639999,51.139999,51.450001,50.209309,42494700
2018-04-25,51.860001,52.099998,50.599998,51.380001,50.140995,25752800
2018-04-26,52.259998,53.270000,52.070000,53.049999,51.770725,39575000
2018-04-27,55.439999,55.790001,52.230000,52.730000,51.458435,69888100
2018-04-30,52.560001,53.369999,51.209999,51.619999,50.375202,36417400
2018-05-01,51.639999,53.419998,51.439999,53.330002,52.043972,27600800
2018-05-02,53.090000,53.200001,52.150002,52.310001,51.048569,25778300
2018-05-03,51.889999,52.560001,51.209999,52.279999,51.019287,28561000
2018-05-04,51.619999,52.840000,51.000000,52.779999,51.804501,25642500
2018-05-07,52.860001,53.580002,52.830002,53.330002,52.344341,20285700
2018-05-08,53.290001,53.630001,52.799999,53.630001,52.638794,21026800
2018-05-09,53.759998,54.369999,53.189999,54.340000,53.335670,19827500
2018-05-10,54.549999,55.000000,54.099998,54.980000,53.963840,18715900
2018-05-11,54.619999,55.189999,54.430000,54.669998,53.659569,15405000
2018-05-14,54.770000,55.240002,54.740002,54.900002,53.885323,21878200
2018-05-15,54.580002,54.750000,53.560001,53.919998,52.923431,21712600
2018-05-16,54.169998,54.700001,53.959999,54.639999,53.630123,16260500
2018-05-17,54.549999,55.439999,54.419998,54.810001,53.796982,16872600
2018-05-18,54.529999,54.540001,53.470001,53.500000,52.511196,23679900
2018-05-21,54.360001,55.220001,53.860001,54.320000,53.316040,25367400
2018-05-22,54.730000,55.049999,54.049999,54.450001,53.443638,19009600
2018-05-23,54.000000,55.230000,53.840000,55.209999,54.189590,20496500
2018-05-24,55.180000,55.299999,54.130001,54.750000,53.738094,19667100
2018-05-25,54.799999,55.500000,54.540001,55.439999,54.415337,18550000
2018-05-29,55.119999,55.810001,54.810001,55.320000,54.297554,24253500
2018-05-30,55.889999,56.200001,55.619999,55.680000,54.650906,24711500
2018-05-31,55.669998,55.860001,55.060001,55.200001,54.179775,30962100
2018-06-01,55.840000,57.099998,55.799999,57.080002,56.025032,31183200
2018-06-04,57.009998,57.599998,56.779999,56.830002,55.779652,22538100
2018-06-05,56.900002,57.119999,56.220001,56.529999,55.485191,21687000
2018-06-06,56.529999,57.060001,56.080002,57.029999,55.975952,22955400
2018-06-07,56.919998,57.000000,55.619999,55.880001,54.847210,27596100
2018-06-08,55.560001,55.700001,54.660000,55.049999,54.032547,30822900
2018-06-11,54.799999,55.090000,54.259998,54.520000,53.512344,25752400
2018-06-12,54.869999,55.029999,54.220001,54.820000,53.806801,23294900
2018-06-13,54.980000,55.700001,54.910000,55.029999,54.012917,22631400
2018-06-14,55.450001,55.860001,55.180000,55.540001,54.513493,23419800
2018-06-15,55.169998,55.380001,54.580002,55.110001,54.091438,39194700
2018-06-18,54.299999,54.299999,52.340000,53.220001,52.236370,40764400
2018-06-19,52.139999,52.950001,51.880001,52.930000,51.951729,31780900
2018-06-20,53.189999,53.750000,52.689999,53.459999,52.471935,21403000
2018-06-21,54.380001,54.529999,51.939999,52.189999,51.225407,44435600
2018-06-22,52.619999,53.090000,52.299999,52.500000,51.529678,34682100
2018-06-25,51.169998,51.750000,49.910000,50.709999,49.772762,45356500
2018-06-26,49.950001,50.410000,49.360001,49.669998,48.751980,37543000
2018-06-27,49.340000,50.060001,48.750000,48.759998,47.858799,33338800
2018-06-28,48.580002,49.490002,48.500000,49.250000,48.339741,29055700
2018-06-29,49.529999,50.110001,49.500000,49.709999,48.791245,28906500
2018-07-02,49.040001,50.270000,48.830002,50.200001,49.272190,23755500
2018-07-03,50.580002,50.860001,49.430000,49.470001,48.555679,16327900
2018-07-05,49.980000,50.959999,49.750000,50.750000,49.812019,26163500
2018-07-06,50.770000,51.500000,50.400002,51.369999,50.420563,19968000
2018-07-09,51.639999,51.889999,51.000000,51.860001,50.901508,21361600
2018-07-10,52.099998,52.259998,51.840000,52.160000,51.195961,17362900
2018-07-11,51.689999,51.869999,51.189999,51.200001,50.253708,18665600
2018-07-12,52.049999,52.480000,51.730000,52.349998,51.382450,20292700
2018-07-13,52.400002,52.419998,51.759998,52.220001,51.254852,13749300
2018-07-16,52.150002,52.320000,51.869999,52.009998,51.048737,15951500
2018-07-17,51.049999,51.880001,51.009998,51.750000,50.793537,15754500
2018-07-18,51.869999,51.970001,51.470001,51.720001,50.764091,14649000
2018-07-19,51.599998,52.009998,51.049999,51.980000,51.019287,15954600
2018-07-20,51.830002,52.070000,51.330002,51.910000,50.950584,17380500
2018-07-23,51.770000,52.500000,51.330002,52.310001,51.343189,15945500
2018-07-24,52.759998,53.299999,52.080002,52.180000,51.215595,17788700
2018-07-25,52.209999,52.450001,51.090000,52.430000,51.460968,19854800
2018-07-26,52.450001,53.180000,51.869999,52.160000,51.195961,28282500
2018-07-27,48.759998,49.200001,47.480000,47.680000,46.798759,67816700
2018-07-30,47.630001,47.990002,46.430000,47.689999,46.808575,35696600
2018-07-31,48.240002,48.680000,47.689999,48.099998,47.210999,36581200
2018-08-01,48.060001,48.910000,48.000000,48.810001,47.907879,28060700
2018-08-02,48.500000,49.520000,48.200001,49.480000,48.565491,26452500
2018-08-03,49.500000,49.779999,49.169998,49.630001,48.712723,22008200
2018-08-06,48.770000,49.310001,48.320000,49.299999,48.683098,26669000
2018-08-07,49.430000,49.830002,49.410000,49.700001,49.078094,28322700
2018-08-08,49.599998,50.130001,49.439999,49.959999,49.334835,21990600
2018-08-09,49.860001,50.599998,49.720001,50.139999,49.512585,23788200
2018-08-10,48.509998,49.169998,48.299999,48.849998,48.238728,28712400
2018-08-13,48.919998,49.240002,48.380001,48.450001,47.843735,17002700
2018-08-14,48.669998,48.759998,47.650002,48.119999,47.517864,23061600
2018-08-15,47.779999,48.000000,46.900002,47.459999,46.866119,26739900
2018-08-16,47.750000,47.950001,47.049999,47.169998,46.579746,24358000
2018-08-17,47.000000,47.389999,46.330002,47.099998,46.510624,26382000
2018-08-20,47.049999,47.119999,46.189999,46.500000,45.918137,24334000
2018-08-21,46.660000,47.849998,46.639999,47.619999,47.024120,19254300
2018-08-22,47.250000,47.349998,46.919998,47.049999,46.461250,23182500
2018-08-23,46.860001,47.169998,46.709999,46.980000,46.392128,31343200
2018-08-24,47.290001,47.889999,47.080002,47.660000,47.063618,18214700
2018-08-27,48.000000,48.389999,47.630001,48.349998,47.744984,17170300
2018-08-28,48.549999,48.790001,48.310001,48.570000,47.962231,13472400
2018-08-29,48.700001,48.860001,48.400002,48.750000,48.139980,13479100
2018-08-30,48.520000,48.830002,48.090000,48.240002,47.636364,16418800
2018-08-31,47.959999,48.560001,47.919998,48.430000,47.823986,16484000
2018-09-04,48.380001,48.430000,47.560001,47.959999,47.359863,15682900
2018-09-05,47.750000,48.119999,47.470001,47.720001,47.122871,20857200
2018-09-06,47.759998,47.959999,47.209999,47.259998,46.668625,19318100
2018-09-07,46.910000,47.480000,46.360001,46.450001,45.868763,25958300
2018-09-10,46.560001,46.759998,46.230000,46.299999,45.720638,21522400
2018-09-11,46.000000,46.029999,44.889999,44.930000,44.367783,32455300
2018-09-12,44.560001,44.980000,44.060001,44.930000,44.367783,29778700
2018-09-13,45.680000,45.849998,45.110001,45.570000,44.999775,18657100
2018-09-14,45.779999,45.970001,45.349998,45.540001,44.970150,22998700
2018-09-17,45.290001,45.900002,45.189999,45.419998,44.851646,17603200
2018-09-18,45.580002,46.529999,45.410000,46.099998,45.523140,20528100
2018-09-19,46.090000,46.439999,45.889999,46.150002,45.572517,15918900
2018-09-20,46.779999,47.360001,46.520000,47.200001,46.609375,21999300
2018-09-21,47.119999,47.419998,46.369999,46.660000,46.076134,52650600
2018-09-24,46.310001,47.000000,46.150002,46.910000,46.323006,17847000
2018-09-25,46.220001,46.389999,45.799999,45.910000,45.335518,23389900
2018-09-26,46.040001,46.299999,45.580002,45.700001,45.128143,23957700
2018-09-27,45.910000,46.169998,45.730000,45.880001,45.305893,15415500
2018-09-28,45.619999,47.750000,45.459999,47.290001,46.698250,46223500
2018-10-01,46.790001,47.220001,46.200001,46.450001,45.868763,23796200
2018-10-02,47.509998,48.880001,47.320000,48.099998,47.498112,42121100
2018-10-03,48.619999,49.720001,48.560001,48.759998,48.149853,39211900
2018-10-04,48.840000,48.860001,47.619999,48.130001,47.527740,30108300
2018-10-05,48.230000,48.340000,46.660000,47.029999,46.441502,28901400
2018-10-08,46.959999,47.349998,46.520000,47.029999,46.441502,19376800
2018-10-09,47.180000,47.619999,46.540001,46.549999,45.967510,23285700
2018-10-10,46.060001,46.119999,44.799999,44.799999,44.239407,43109500
2018-10-11,45.150002,45.610001,43.730000,44.230000,43.676537,43648800
2018-10-12,45.270000,45.340000,44.230000,44.880001,44.318409,32087400
2018-10-15,44.630001,45.139999,44.439999,44.529999,43.972786,21633000
2018-10-16,44.900002,46.009998,44.830002,45.939999,45.365143,21472000
2018-10-17,46.000000,46.330002,45.540001,45.889999,45.315769,23124400
2018-10-18,45.650002,45.750000,44.830002,44.970001,44.407280,26638800
2018-10-19,45.020000,45.180000,43.860001,44.000000,43.449417,28368500
2018-10-22,44.500000,45.340000,44.099998,45.009998,44.446781,34508800
2018-10-23,44.180000,45.090000,43.910000,44.500000,43.943161,38590300
2018-10-24,44.160000,44.360001,42.360001,42.419998,41.889187,33631800
2018-10-25,43.540001,44.939999,43.279999,44.310001,43.755539,48255300
2018-10-26,45.590000,46.439999,44.700001,45.689999,45.118271,67280400
2018-10-29,46.500000,46.750000,44.439999,45.400002,44.831902,35732200
2018-10-30,45.529999,47.880001,45.459999,47.759998,47.162365,43975200
2018-10-31,48.290001,48.560001,46.830002,46.880001,46.293381,33369100
2018-11-01,46.950001,48.470001,46.860001,48.220001,47.616611,28335300
2018-11-02,48.130001,48.250000,46.750000,47.110001,46.520504,30759800
2018-11-05,47.340000,48.250000,46.919998,47.970001,47.369743,23751200
2018-11-06,47.799999,47.919998,47.029999,47.250000,46.952385,23839600
2018-11-07,47.630001,48.750000,47.590000,48.720001,48.413128,29913200
2018-11-08,48.490002,49.290001,48.459999,48.990002,48.681427,26581700
2018-11-09,48.790001,49.029999,47.869999,48.110001,47.806969,21761400
2018-11-12,47.709999,47.799999,46.599998,46.650002,46.356167,24412800
2018-11-13,46.990002,48.250000,46.990002,47.389999,47.091503,29315900
2018-11-14,47.849998,47.970001,46.889999,47.090000,46.793392,25632700
2018-11-15,47.009998,48.240002,46.720001,48.110001,47.806969,29581000
2018-11-16,47.770000,49.049999,47.689999,48.830002,48.522434,31670600
2018-11-19,48.610001,49.150002,47.779999,48.000000,47.697662,26859000
2018-11-20,47.400002,48.119999,47.090000,47.389999,47.091503,29200800
2018-11-21,47.849998,47.880001,47.020000,47.029999,46.733768,19011400
2018-11-23,46.689999,47.070000,46.520000,46.540001,46.246857,8906900
2018-11-26,47.270000,47.459999,46.700001,47.450001,47.151127,20723000
2018-11-27,46.939999,48.220001,46.590000,48.070000,47.767220,27621000
2018-11-28,47.939999,48.880001,47.650002,48.860001,48.552246,28003200
2018-11-29,48.490002,48.560001,47.630001,47.700001,47.399551,23592500
2018-11-30,47.950001,49.320000,47.560001,49.310001,48.999413,43313700
2018-12-03,50.000000,50.500000,49.529999,50.130001,49.814247,30870400
2018-12-04,49.520000,49.599998,47.680000,47.750000,47.449238,35397700
2018-12-06,46.799999,48.389999,46.520000,48.369999,48.065331,31661700
2018-12-07,47.939999,48.060001,46.230000,46.240002,45.948750,34016400
2018-12-10,46.279999,47.459999,46.009998,47.209999,46.912636,23289000
2018-12-11,47.900002,48.590000,47.130001,47.380001,47.081566,23851000
2018-12-12,48.580002,48.639999,47.410000,47.830002,47.528732,31305000
2018-12-13,48.259998,48.580002,47.860001,48.290001,47.985836,19526000
2018-12-14,47.889999,48.759998,47.849998,47.860001,47.558544,26372100
2018-12-17,47.860001,48.410000,46.660000,47.080002,46.783459,26598700
2018-12-18,47.470001,48.450001,47.360001,47.740002,47.439301,29014300
2018-12-19,47.490002,47.730000,45.380001,45.570000,45.282967,39717600
2018-12-20,45.410000,46.310001,45.009998,45.540001,45.253159,37750900
2018-12-21,45.750000,46.650002,44.799999,44.840000,44.557564,52768300
2018-12-24,44.630001,45.169998,43.540001,43.590000,43.315437,19241600
2018-12-26,44.000000,46.200001,43.509998,46.189999,45.899059,28677600
2018-12-27,45.619999,46.380001,44.669998,46.360001,46.067993,29970700
2018-12-28,46.509998,47.740002,46.299999,46.750000,46.455536,24758700
2018-12-31,47.090000,47.480000,46.549999,46.930000,46.634403,20490400
2019-01-02,45.959999,47.470001,45.770000,47.080002,46.783459,18774600
2019-01-03,46.150002,46.279999,44.389999,44.490002,44.209770,32267300
2019-01-04,45.840000,47.570000,45.540001,47.220001,46.922577,35447300
2019-01-07,47.099998,48.000000,46.750000,47.439999,47.141186,22736800
2019-01-08,47.799999,48.029999,46.779999,47.740002,47.439301,22749200
2019-01-09,47.959999,48.570000,47.779999,48.009998,47.707596,22554500
2019-01-10,47.750000,48.650002,47.410000,48.560001,48.254135,27202600
2019-01-11,48.099998,49.290001,48.049999,48.930000,48.621803,21751300
2019-01-14,48.459999,48.830002,48.299999,48.349998,48.045456,19193900
2019-01-15,48.709999,49.130001,48.439999,48.599998,48.293880,22480800
2019-01-16,48.599998,48.889999,48.080002,48.130001,47.826843,19057700
2019-01-17,48.000000,48.840000,47.910000,48.470001,48.164703,17448700
2019-01-18,49.110001,49.380001,48.689999,49.189999,48.880165,29874600
2019-01-22,48.959999,48.980000,47.869999,48.270000,47.965961,25940700
2019-01-23,48.410000,48.799999,47.520000,47.939999,47.638039,18960700
2019-01-24,48.700001,50.040001,48.599998,49.759998,49.446575,50578300
2019-01-25,46.849998,47.430000,45.750000,47.040001,46.743710,86455700
2019-01-28,46.130001,46.730000,46.049999,46.709999,46.415787,35928700
2019-01-29,46.779999,46.970001,46.330002,46.540001,46.246857,20988300
2019-01-30,46.680000,47.680000,46.450001,47.540001,47.240559,26931700
2019-01-31,46.700001,47.180000,46.099998,47.119999,46.823204,43051300
2019-02-01,47.060001,49.049999,47.009998,48.730000,48.423061,37442900
2019-02-04,48.619999,49.240002,48.240002,49.220001,48.909977,20905000
2019-02-05,49.180000,50.720001,49.180000,50.009998,49.695000,31641600
2019-02-06,49.950001,50.639999,49.820000,49.900002,49.900002,21647800
2019-02-07,49.500000,49.849998,48.680000,49.230000,49.230000,27825900
2019-02-08,48.770000,49.020000,48.009998,48.840000,48.840000,18851200
2019-02-11,49.020000,49.320000,48.580002,48.770000,48.770000,18004100
2019-02-12,49.360001,50.139999,49.270000,50.009998,50.009998,18050100
2019-02-13,50.130001,50.810001,50.000000,50.470001,50.470001,17712800
2019-02-14,50.410000,51.040001,50.349998,50.810001,50.810001,17545400
2019-02-15,51.250000,51.669998,51.090000,51.660000,51.660000,22520400
2019-02-19,51.349998,51.709999,51.340000,51.400002,51.400002,15600400
